Well No,District,Tahsil / Taluk,Village,Latitude_decimal,Longitude_decimal,Latitude,Longitude,Date_standardized,Year,Month,Season,TDS,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH_GEN,EC_GEN,ALK-TOT,HAR_Total,SAR,HAR_Ca,RSC,Na%,TDS_Class,pH_Class,Total_Cations,Total_Anions,Ionic_Balance_Error
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1993-07-01,1993,7,Monsoon,655.0,29.0,28.0,54.0,131.0,0.0,89.0,62.0,30.0,262.0,0.77,8.5,1150.0,225.0,290.0,3.334357,105.0,0.0,49.38168,Brackish,Neutral,213.0,443.0,35.0609756097561
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1994-01-01,1994,1,Winter,1396.0,32.0,72.0,83.0,308.0,8.0,287.0,221.0,48.0,451.0,0.77,8.2,2400.0,225.0,520.0,5.868583,105.0,0.0,55.764,Brackish,Neutral,471.0,1007.0,36.265223274695536
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1994-07-01,1994,7,Monsoon,1027.0,22.0,32.0,68.0,202.0,12.0,234.0,240.0,42.0,195.0,0.77,8.2,1630.0,225.0,360.0,4.633302,105.0,0.0,53.95146,Brackish,Neutral,314.0,711.0,38.73170731707317
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1995-01-01,1995,1,Winter,1577.0,22.0,36.0,73.0,437.0,27.0,709.0,216.0,18.0,122.0,0.77,8.2,2750.0,225.0,390.0,9.623084,105.0,0.0,69.11508,Saline,Neutral,573.0,1065.0,30.036630036630036
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1995-07-01,1995,7,Monsoon,972.0,29.0,72.0,88.0,140.0,16.0,241.0,96.0,0.0,378.0,0.77,8.2,1730.0,225.0,540.0,2.616398,105.0,0.0,35.13258,Brackish,Neutral,316.0,715.0,38.700290979631426
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1996-01-01,1996,1,Winter,782.0,31.0,26.0,51.0,163.0,16.0,167.0,86.0,24.0,226.0,0.77,8.2,1400.0,225.0,275.0,4.277747,105.0,0.0,54.5664,Brackish,Neutral,256.0,503.0,32.54281949934124
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1996-07-01,1996,7,Monsoon,618.0,25.0,84.0,22.0,97.0,12.0,78.0,67.0,48.0,195.0,0.77,8.2,1010.0,225.0,300.0,2.435513,105.0,0.0,40.07451,Brackish,Neutral,215.0,388.0,28.689883913764515
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1997-02-01,1997,2,Winter,1664.0,22.0,40.0,83.0,386.0,0.0,730.0,0.0,30.0,220.0,0.77,9.1,2600.0,225.0,640.0,7.992511,105.0,0.0,65.54485,Saline,Alkaline,509.0,980.0,31.631967763599732
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1998-02-01,1998,2,Winter,652.0,18.0,16.0,54.0,138.0,16.0,110.0,67.0,60.0,220.0,0.77,8.6,1000.0,225.0,260.0,3.707745,105.0,0.3640714,51.50775,Brackish,Alkaline,224.0,457.0,34.2143906020558
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1998-07-01,1998,7,Monsoon,637.0,8.0,16.0,52.0,131.0,16.0,113.0,120.0,36.0,232.0,0.77,8.9,1090.0,225.0,255.0,3.576258,105.0,0.0,50.94555,Brackish,Alkaline,215.0,501.0,39.94413407821229
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1999-01-01,1999,1,Winter,856.0,28.0,34.0,55.0,161.0,35.0,138.0,120.0,36.0,305.0,0.77,8.6,1370.0,225.0,310.0,3.970269,105.0,0.0,49.59398,Brackish,Alkaline,285.0,599.0,35.52036199095023
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1999-07-01,1999,7,Monsoon,899.0,28.0,40.0,66.0,156.0,20.0,138.0,158.0,78.0,238.0,0.77,8.5,1360.0,225.0,370.0,3.521212,105.0,0.0,46.08437,Brackish,Neutral,282.0,612.0,36.91275167785235
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2000-05-17,2000,5,Summer,53.0,22.0,4.0,6.0,3.0,4.0,21.0,2.0,0.0,9.15,0.29,8.2,90.0,15.0,35.0,2.883882,10.0,0.0,39.92708,Fresh,Neutral,17.0,32.15,30.82400813835198
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2000-07-24,2000,7,Monsoon,323.0,1.0,30.0,24.0,58.0,8.0,35.0,10.0,30.0,219.5,0.77,8.3,610.0,250.0,175.0,2.883882,75.0,0.0,39.92708,Fresh,Neutral,120.0,294.5,42.09891435464415
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2001-01-25,2001,1,Winter,652.0,70.0,31.0,53.730000000000004,131.0,12.0,103.0,70.0,18.0,232.0,0.77,8.4,1020.0,225.0,350.0,2.883882,105.0,0.0,39.92708,Brackish,Neutral,227.73000000000002,423.0,30.0078373518971
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2001-04-23,2001,4,Summer,652.0,74.0,31.0,53.730000000000004,131.0,12.0,57.0,70.0,18.0,232.0,0.77,8.3,1080.0,225.0,350.0,2.883882,105.0,0.0,39.92708,Brackish,Neutral,227.73000000000002,377.0,24.683743158103614
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2001-07-09,2001,7,Monsoon,531.5,14.0,31.0,53.730000000000004,69.0,11.0,71.0,94.0,18.0,232.0,0.25,7.7,940.0,170.0,370.0,2.883882,200.0,0.0,91.42948,Brackish,Neutral,164.73000000000002,415.0,43.17009642419747
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2001-10-16,2001,10,Post-Monsoon,652.0,44.0,31.0,53.730000000000004,131.0,12.0,347.0,70.0,18.0,232.0,0.77,8.53,1920.0,225.0,350.0,2.883882,105.0,0.0,39.92708,Brackish,Alkaline,227.73000000000002,667.0,49.09525778726543
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2002-01-09,2002,1,Winter,652.0,29.0,31.0,53.730000000000004,131.0,12.0,362.0,70.0,18.0,232.0,0.77,8.5,1970.0,225.0,350.0,2.883882,105.0,0.0,39.92708,Brackish,Neutral,227.73000000000002,682.0,49.93459597902674
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2002-04-10,2002,4,Summer,652.0,13.0,31.0,53.730000000000004,131.0,12.0,117.0,70.0,18.0,232.0,0.77,8.0,870.0,225.0,350.0,2.883882,105.0,0.0,39.92708,Brackish,Neutral,227.73000000000002,437.0,31.481955079505962
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2003-01-05,2003,1,Winter,652.0,1.0,31.0,53.730000000000004,131.0,12.0,74.0,70.0,18.0,232.0,0.77,8.2,800.0,225.0,350.0,2.883882,105.0,0.0,39.92708,Brackish,Neutral,227.73000000000002,394.0,26.743120003860195
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2006-01-13,2006,1,Winter,575.0,22.0,40.0,51.03,92.0,7.0,82.0,29.0,0.0,353.8,0.77,7.8,1010.0,290.0,310.0,2.273709,100.0,0.0,38.56703,Brackish,Neutral,190.03,464.8,41.96050883435395
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2007-07-05,2007,7,Monsoon,635.0,18.0,86.0,53.46,53.0,25.0,117.0,7.0,0.0,427.0,0.38,8.0,1170.0,350.0,435.0,1.105916,215.0,0.0,19.81286,Brackish,Neutral,217.46,551.0,43.40369049787887
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2008-01-05,2008,1,Winter,303.0,8.0,30.0,34.02,21.0,20.0,39.0,2.0,1.481975,198.4783,0.63,7.9,550.0,200.0,215.0,0.6232147,75.0,0.0,15.96503,Fresh,Neutral,105.02000000000001,240.960275,39.29133676768134
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2008-07-16,2008,7,Monsoon,663.0,3.0,32.0,70.47,87.0,43.0,110.0,69.0,0.0,475.8,1.6,7.9,1150.0,390.0,370.0,1.967919,80.0,0.4032043,30.81704,Brackish,Neutral,232.47,654.8,47.59881434061784
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2009-01-21,2009,1,Winter,547.0,9.032,6.0,35.0,90.0,16.0,43.0,15.0,0.0,329.0,2.09,7.8,700.0,270.0,160.0,3.104868,15.0,2.213238,52.1727,Brackish,Neutral,147.0,387.0,44.9438202247191
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2009-07-06,2009,7,Monsoon,407.0,9.0,12.0,31.59,92.0,14.0,28.0,14.0,7.92871,211.872,1.59,8.6,710.0,220.0,160.0,3.164508,30.0,0.538819,52.94632,Fresh,Alkaline,149.59,261.80071000000004,27.27594650836914
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2010-01-29,2010,1,Winter,382.0,8.0,14.0,30.375,78.0,18.0,32.0,15.0,9.551955,255.249,1.2,8.6,700.0,265.0,160.0,2.683023,35.0,1.304101,48.11577,Fresh,Alkaline,140.375,311.80095500000004,37.91133807634686
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2010-07-20,2010,7,Monsoon,886.0,51.0,18.0,44.955,97.0,156.0,145.0,120.0,18.0,122.0,1.7,8.5,1250.0,130.0,230.0,2.782846,45.0,0.0,32.94564,Brackish,Neutral,315.955,405.0,12.350978909918098
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2011-01-19,2011,1,Winter,614.0,19.0,26.0,30.375,143.0,17.0,92.0,70.0,12.0,274.5,0.49,8.4,990.0,245.0,190.0,4.514341,65.0,1.10239,59.51174,Brackish,Neutral,216.375,448.5,34.912577552171456
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2011-07-08,2011,7,Monsoon,1381.0,53.0,20.0,109.35,299.0,1.0,440.0,108.0,18.0,305.0,1.57,9.0,2250.0,280.0,500.0,5.817446,50.0,0.0,56.47905,Brackish,Alkaline,429.35,871.0,33.96393278732649
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",2012-01-02,2012,1,Winter,425.0,14.0,30.0,54.675,41.0,4.0,82.0,30.0,1.862027,198.088,0.85,8.0,790.0,200.0,300.0,1.02997,75.0,0.0,22.62642,Fresh,Neutral,129.675,311.950027,41.27370865691449
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2000-07-12,2000,7,Monsoon,383.0,7.0,70.0,37.2,14.0,4.0,35.0,23.0,0.0,167.75,1.2,8.2,700.0,275.0,330.0,2.883882,175.0,0.0,39.92708,Fresh,Neutral,125.2,225.75,28.65080495797122
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2001-07-27,2001,7,Monsoon,2767.0,29.0,36.0,44.0,506.0,104.0,1049.0,456.0,0.0,238.0,0.67,8.1,4140.0,205.0,1160.0,2.883882,400.0,0.0,89.2177,Saline,Neutral,690.0,1743.0,43.27990135635019
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2002-07-16,2002,7,Monsoon,926.0,46.0,32.0,97.2,138.0,22.0,170.0,41.0,6.0,433.1,0.68,8.3,1540.0,365.0,480.0,2.740496,80.0,0.0,37.14365,Brackish,Neutral,289.2,650.1,38.42222931970617
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2003-07-30,2003,7,Monsoon,74.0,8.0,36.0,46.17,168.0,17.0,131.0,96.0,5.063195,339.8576,0.76,8.2,1310.0,345.0,280.0,4.368756,90.0,0.1436736,54.78694,Fresh,Neutral,267.17,571.920795,36.319167939388485
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2004-07-08,2004,7,Monsoon,599.0,4.0,16.0,44.955,136.0,5.0,266.0,77.0,0.0,73.2,0.92,8.2,1050.0,60.0,225.0,3.944777,40.0,0.0,56.1191,Brackish,Neutral,201.95499999999998,416.2,34.65878299132095
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2005-01-18,2005,1,Winter,645.0,12.0,94.0,37.665,76.0,25.0,71.0,96.0,0.0,384.3,0.66,7.6,1070.0,315.0,390.0,1.67499,235.0,0.0,28.16892,Brackish,Neutral,232.665,551.3,40.64403385355214
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2005-07-12,2005,7,Monsoon,3932.0,34.0,120.0,376.65,743.0,27.0,1808.0,624.0,0.0,164.7,0.63,7.6,6750.0,135.0,1850.0,7.515744,300.0,0.0,46.17516,Saline,Neutral,1266.65,2596.7,34.4273752054564
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2006-01-13,2006,1,Winter,893.0,21.0,64.0,106.92,99.0,16.0,291.0,58.0,0.0,329.4,0.66,7.6,1670.0,270.0,600.0,1.7586,160.0,0.0,25.77424,Brackish,Neutral,285.92,678.4,40.7001825120292
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2006-07-11,2006,7,Monsoon,550.0,6.0,34.0,31.59,115.0,10.0,110.0,106.0,0.0,231.8,0.59,7.7,940.0,190.0,215.0,3.412977,85.0,0.0,52.35609,Brackish,Neutral,190.59,447.8,40.29041808299002
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2007-01-05,2007,1,Winter,647.0,31.0,64.0,86.265,28.0,14.0,99.0,48.0,0.0,341.6,0.58,8.0,1090.0,280.0,515.0,0.536881,160.0,0.0,10.2619,Brackish,Neutral,192.265,488.6,43.52331225720224
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2007-07-06,2007,7,Monsoon,1804.0,25.0,68.0,102.06,235.0,313.0,638.0,154.0,0.0,366.0,0.34,7.8,2860.0,300.0,590.0,4.209758,170.0,0.0,34.05128,Saline,Neutral,718.06,1158.0,23.450209481573086
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2008-01-08,2008,1,Winter,4892.0,27.0,200.0,400.95,1012.0,26.0,2446.0,480.0,0.0,414.8,0.65,6.9,8480.0,340.0,2150.0,9.496338,500.0,0.0,50.21691,Saline,Neutral,1638.95,3340.8,34.175410412169285
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2009-01-22,2009,1,Winter,1609.0,18.2898,48.0,63.0,161.0,274.0,376.0,96.0,0.0,464.0,2.32,7.7,2100.0,380.0,380.0,3.597357,120.0,0.026,32.43583,Saline,Neutral,546.0,936.0,26.31578947368421
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2009-07-15,2009,7,Monsoon,755.0,7.0,34.0,18.225,196.0,39.0,181.0,86.0,18.0,305.0,1.82,8.5,1260.0,280.0,160.0,6.743739,85.0,2.402877,67.02731,Brackish,Neutral,287.225,590.0,34.51509019920773
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2010-01-29,2010,1,Winter,3413.0,27.0,344.0,228.42,133.0,14.0,184.0,120.0,0.0,85.4,1.39,8.2,5950.0,70.0,1800.0,1.36427,860.0,0.0,13.7393,Saline,Neutral,719.42,389.4,29.763171659962843
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2010-07-20,2010,7,Monsoon,2848.0,308.0,216.0,160.38,391.0,38.0,482.0,77.0,0.0,237.9,0.76,7.7,4060.0,195.0,1200.0,4.912029,540.0,0.0,40.53637,Saline,Neutral,805.38,796.9,0.5292458246998039
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2011-01-18,2011,1,Winter,582.0,11.0,10.0,37.665,138.0,18.0,110.0,63.0,30.0,256.2,0.46,8.6,950.0,260.0,180.0,4.475106,25.0,1.601035,59.65998,Brackish,Alkaline,203.665,459.2,38.55008184170231
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2011-07-08,2011,7,Monsoon,1172.0,39.0,64.0,145.8,104.0,47.0,546.0,24.0,0.0,140.3,0.51,8.2,2050.0,115.0,760.0,1.641396,160.0,0.0,21.62681,Brackish,Neutral,360.8,710.3,32.6300065353375
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2012-07-18,2012,7,Monsoon,296.0,9.0,24.0,18.0,53.0,8.0,50.0,25.0,30.0,98.0,0.57,8.7,510.0,130.0,135.0,1.991945,60.0,0.0,44.42902,Fresh,Alkaline,103.0,203.0,32.6797385620915
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2013-01-03,2013,1,Winter,232.0,3.0,14.0,22.0,23.0,28.0,32.0,13.0,0.0,171.0,0.58,7.6,420.0,140.0,125.0,0.8932177,35.0,0.2939115,23.67585,Fresh,Neutral,87.0,216.0,42.57425742574257
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2014-01-03,2014,1,Winter,471.0,7.0,18.0,18.0,117.0,32.0,99.0,7.0,18.0,262.0,1.76,8.6,820.0,245.0,120.0,4.665794,45.0,2.515049,61.41103,Fresh,Alkaline,185.0,386.0,35.20140105078809
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2014-07-09,2014,7,Monsoon,296.0,1.0,24.0,44.0,21.0,2.0,74.0,51.0,12.0,128.0,0.6,8.8,570.0,125.0,240.0,0.5885029,60.0,0.0,15.79546,Fresh,Alkaline,91.0,265.0,48.87640449438202
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2015-01-03,2015,1,Winter,677.0,11.0,44.0,22.0,173.0,4.0,170.0,84.0,12.0,238.0,1.2,8.4,1140.0,215.0,200.0,5.316943,110.0,0.2949727,64.68433,Brackish,Neutral,243.0,504.0,34.93975903614458
HP2CBE19,Tirupur,Tirupur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2015-07-01,2015,7,Monsoon,475.0,10.0,26.0,21.0,0.0,22.0,110.0,89.0,24.0,275.0,1.18,8.2,1120.0,265.0,150.0,0.0,65.0,2.282031,0.0,Fresh,Neutral,69.0,498.0,75.66137566137566
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2001-07-29,2001,7,Monsoon,458.5,14.0,54.0,45.6,39.0,11.0,96.0,79.0,0.0,73.2,0.59,7.9,760.0,120.0,325.0,0.9448417,135.0,0.0,20.13551,Fresh,Neutral,149.6,248.2,24.786324786324787
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2002-07-15,2002,7,Monsoon,1985.0,7.0,224.0,150.66,230.0,16.0,638.0,576.0,0.0,237.9,0.59,7.7,3420.0,195.0,1180.0,2.913873,560.0,0.0,29.43358,Saline,Neutral,620.66,1451.9,40.10692090940673
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2003-07-23,2003,7,Monsoon,4140.0,11.0,424.0,228.42,828.0,28.0,2552.0,24.0,0.0,207.4,0.51,7.6,7320.0,170.0,2000.0,8.057857,1060.0,0.0,46.96426,Saline,Neutral,1508.42,2783.4,29.70721046083014
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2004-07-17,2004,7,Monsoon,1506.0,43.0,52.0,140.94,283.0,9.0,567.0,118.0,18.0,256.2,1.1,8.4,2580.0,240.0,710.0,4.620979,130.0,0.0,46.04779,Saline,Neutral,484.94,959.2,32.84030634149044
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2005-01-10,2005,1,Winter,227.0,0.05,40.0,18.225,18.0,5.0,25.0,14.0,3.219945,171.6803,1.11,8.3,430.0,175.0,175.0,0.5922061,100.0,0.0,17.76725,Fresh,Neutral,81.225,213.90024499999998,44.95557301443325
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2005-07-20,2005,7,Monsoon,513.0,4.0,56.0,35.235,69.0,8.0,103.0,72.0,0.0,305.0,1.2,7.8,950.0,250.0,285.0,1.778757,140.0,0.0,33.72268,Brackish,Neutral,168.235,480.0,48.09444105918378
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2006-01-04,2006,1,Winter,271.0,2.0,30.0,19.44,39.0,9.0,32.0,33.0,0.6150878,164.365,1.11,7.6,460.0,165.0,155.0,1.363283,75.0,0.0,33.76991,Fresh,Neutral,97.44,229.9800878,40.480133241232366
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2006-07-25,2006,7,Monsoon,680.0,0.1,54.0,23.085,97.0,22.0,50.0,288.0,0.0,244.0,2.0,8.2,1140.0,200.0,230.0,2.783767,135.0,0.0,44.99858,Brackish,Neutral,196.085,582.0,49.598051626750284
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2007-01-04,2007,1,Winter,424.0,5.0,36.0,23.085,64.0,32.0,71.0,38.0,3.301679,221.6191,1.4,8.2,750.0,225.0,185.0,2.047775,90.0,0.0465,38.14273,Fresh,Neutral,155.085,333.920779,36.57130174733579
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2007-07-12,2007,7,Monsoon,715.0,6.0,42.0,47.385,120.0,31.0,160.0,154.0,0.0,268.4,1.5,7.9,1150.0,220.0,300.0,3.014801,105.0,0.0,43.46931,Brackish,Neutral,240.385,582.4,41.56796733046908
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2008-01-07,2008,1,Winter,507.0,6.0,24.0,41.31,74.0,37.0,142.0,77.0,0.0,170.8,1.6,8.1,860.0,140.0,230.0,2.123113,60.0,0.0,36.73538,Brackish,Neutral,176.31,389.8,37.711752132977686
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2008-07-01,2008,7,Monsoon,1096.0,11.0,28.0,55.89,278.0,35.0,284.0,122.0,0.0,488.0,1.72,6.9,1790.0,400.0,300.0,6.9836,70.0,2.002552,63.69777,Brackish,Neutral,396.89,894.0,38.50909062739661
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2009-01-02,2009,1,Winter,368.0,1.3548,40.0,21.0,46.0,23.0,53.0,42.0,0.0,232.0,1.47,7.6,600.0,190.0,185.0,1.466285,100.0,0.0785,31.69273,Fresh,Neutral,130.0,327.0,43.10722100656455
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2009-07-08,2009,7,Monsoon,1092.0,39.0,88.0,55.89,106.0,147.0,227.0,144.0,0.0,298.9,1.39,7.8,1660.0,245.0,450.0,2.174647,220.0,0.0,26.55772,Brackish,Neutral,396.89,669.9,25.591728456397227
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2010-01-06,2010,1,Winter,682.0,2.0,80.0,63.18,69.0,13.0,170.0,136.0,24.0,231.8,1.49,8.3,1260.0,230.0,460.0,1.400037,200.0,0.0,23.96239,Brackish,Neutral,225.18,561.8,42.773641007395355
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2010-07-19,2010,7,Monsoon,464.0,21.0,50.0,40.095,46.0,18.0,89.0,72.0,3.864302,206.0359,1.12,8.3,810.0,210.0,290.0,1.175511,125.0,0.0,24.23601,Fresh,Neutral,154.095,370.900202,41.29660636403302
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2011-01-10,2011,1,Winter,854.0,18.0,48.0,63.18,143.0,30.0,227.0,134.0,48.0,158.6,1.3,8.7,1420.0,210.0,380.0,3.19205,120.0,0.0,42.65687,Brackish,Alkaline,284.18,567.6,33.27385005517857
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2011-07-11,2011,7,Monsoon,818.0,18.0,24.0,48.6,184.0,22.0,191.0,149.0,60.0,122.0,0.66,8.5,1360.0,200.0,260.0,4.96507,60.0,0.0,58.15208,Brackish,Neutral,278.6,522.0,30.40219835123657
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2012-01-06,2012,1,Winter,446.0,3.0,32.0,51.03,46.0,13.0,89.0,96.0,3.127894,166.7723,1.48,8.3,770.0,170.0,290.0,1.175357,80.0,0.0,24.61272,Fresh,Neutral,142.03,354.900194,42.83704161474237
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2012-07-10,2012,7,Monsoon,439.0,10.0,16.0,55.0,51.0,18.0,82.0,61.0,30.0,159.0,0.71,8.6,760.0,180.0,265.0,1.359624,40.0,0.0,27.71911,Fresh,Alkaline,140.0,332.0,40.67796610169492
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2014-01-04,2014,1,Winter,1395.0,9.0,60.0,78.0,297.0,12.0,411.0,217.0,12.0,537.0,0.47,8.3,2220.0,460.0,470.0,5.95495,150.0,0.0,57.06566,Brackish,Neutral,447.0,1177.0,44.95073891625616
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2014-07-04,2014,7,Monsoon,352.0,0.0,14.0,36.0,71.0,1.0,89.0,25.0,12.0,207.0,0.8,8.3,670.0,190.0,185.0,2.282636,35.0,0.1319717,45.58463,Fresh,Neutral,122.0,333.0,46.37362637362637
HP2E29,Tirupur,Dharapuram,Velampoondi,10.811111,77.883333,"10°48'40""","77°53'00""",2015-01-06,2015,1,Winter,738.0,3.0,40.0,73.0,117.0,2.0,177.0,163.0,0.0,305.0,1.0,8.0,1310.0,250.0,400.0,2.544098,100.0,0.0,38.72018,Brackish,Neutral,232.0,645.0,47.092360319270234
